last,first,pos,num,comb,blocks,dz_block,nz_block,oz_block,p1_block,p2_block,p3_block,ot_block,5v5_block,ev_block,sh_block,pp_block,block_for_oi,block_for_oi_5v5,shot_blocked,dz_blocked,nz_blocked,oz_blocked,p1_blocked,p2_blocked,p3_blocked,ot_blocked,5v5_blocked,ev_blocked,sh_blocked,pp_blocked,block_against_oi,block_against_oi_5v5,block_wrist,block_slap,block_snap,block_back,block_deflect,block_tip,block_wrap,block_other,blocked_wrist,blocked_slap,blocked_snap,blocked_back,blocked_deflect,blocked_tip,blocked_wrap,blocked_other,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh
BOLLIG,BRANDON,L,52,BRANDON BOLLIG,25.0,25.0,0.0,0.0,12.0,9.0,4.0,0.0,25.0,25.0,0.0,0.0,150.0,149.0,16.0,0.0,0.0,16.0,1.0,10.0,5.0,0.0,16.0,16.0,0.0,0.0,87.0,86.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSTON,ROSS,L,52,ROSS JOHNSTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASCHING,HUDSON,R,52,HUDSON FASCHING,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORVAT,BO,C,53,BO HORVAT,53.0,51.0,0.0,2.0,14.0,14.0,23.0,2.0,32.0,38.0,14.0,1.0,324.0,218.0,47.0,0.0,0.0,47.0,9.0,18.0,18.0,2.0,38.0,42.0,2.0,3.0,294.0,218.0,21.0,21.0,9.0,2.0,0.0,0.0,0.0,0.0,31.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,32.0,0.0,38.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,14.0,0.0
CIZIKAS,CASEY,C,53,CASEY CIZIKAS,62.0,62.0,0.0,0.0,16.0,21.0,24.0,1.0,38.0,38.0,24.0,0.0,295.0,191.0,32.0,0.0,0.0,32.0,10.0,11.0,11.0,0.0,30.0,30.0,2.0,0.0,204.0,189.0,30.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,23.0,1.0
KNIGHT,CORBAN,C,53,CORBAN KNIGHT,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,35.0,35.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,24.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKINNER,JEFF,C,53,JEFF SKINNER,17.0,17.0,0.0,0.0,7.0,7.0,2.0,1.0,16.0,17.0,0.0,0.0,248.0,233.0,97.0,1.0,0.0,96.0,25.0,34.0,36.0,2.0,73.0,80.0,0.0,17.0,359.0,263.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,13.0,29.0,5.0,1.0,1.0,0.0,0.0,16.0,0.0,16.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRICK,SAM,C,53,SAM CARRICK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLLINS,SEAN,C,53,SEAN COLLINS,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIFFITH,SETH,C,53,SETH GRIFFITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAVEL,KEVIN,D,53,KEVIN GRAVEL,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,12.0,11.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,18.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WITKOWSKI,LUKE,D,53,LUKE WITKOWSKI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSTISBEHERE,SHAYNE,D,53,SHAYNE GOSTISBEHERE,59.0,59.0,0.0,0.0,22.0,13.0,19.0,5.0,48.0,55.0,0.0,4.0,289.0,266.0,110.0,0.0,0.0,110.0,38.0,42.0,24.0,6.0,58.0,69.0,0.0,41.0,415.0,261.0,33.0,6.0,16.0,3.0,1.0,0.0,0.0,0.0,33.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,45.0,3.0,53.0,2.0,51.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
THEODORE,SHEA,D,53,SHEA THEODORE,22.0,22.0,0.0,0.0,5.0,12.0,5.0,0.0,18.0,18.0,4.0,0.0,79.0,64.0,21.0,0.0,0.0,21.0,6.0,10.0,5.0,0.0,12.0,13.0,0.0,8.0,77.0,52.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MOZIK,VOJTECH,D,53,VOJTECH MOZIK,5.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASHINTER,BRANDON,L,53,BRANDON MASHINTER,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,70.0,68.0,8.0,0.0,0.0,8.0,2.0,4.0,2.0,0.0,8.0,8.0,0.0,0.0,68.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LESSIO,LUCAS,L,53,LUCAS LESSIO,5.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,0.0,0.0,40.0,39.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,33.0,33.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUTHIER,FREDERIK,C,54,FREDERIK GAUTHIER,7.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,4.0,0.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MCQUAID,ADAM,D,54,ADAM MCQUAID,121.0,120.0,0.0,1.0,47.0,42.0,32.0,0.0,89.0,91.0,30.0,0.0,324.0,248.0,48.0,0.0,0.0,48.0,16.0,15.0,17.0,0.0,45.0,45.0,3.0,0.0,235.0,225.0,56.0,35.0,21.0,5.0,4.0,0.0,0.0,0.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,88.0,1.0,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0
PESCE,BRETT,D,54,BRETT PESCE,83.0,83.0,0.0,0.0,25.0,33.0,24.0,1.0,66.0,68.0,15.0,0.0,241.0,200.0,51.0,0.0,0.0,51.0,12.0,19.0,20.0,0.0,40.0,42.0,1.0,8.0,294.0,254.0,29.0,24.0,25.0,4.0,0.0,0.0,0.0,1.0,10.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0
HUDON,CHARLES,L,54,CHARLES HUDON,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAIRA,JUJHAR,L,54,JUJHAR KHAIRA,6.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,40.0,40.0,10.0,0.0,0.0,10.0,3.0,2.0,5.0,0.0,10.0,10.0,0.0,0.0,42.0,42.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BULMER,BRETT,R,54,BRETT BULMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETESTU,MARK,C,55,MARK LETESTU,33.0,33.0,0.0,0.0,9.0,7.0,17.0,0.0,21.0,25.0,8.0,0.0,338.0,231.0,46.0,0.0,0.0,46.0,10.0,23.0,13.0,0.0,36.0,36.0,1.0,9.0,296.0,199.0,16.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,27.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
SCHEIFELE,MARK,C,55,MARK SCHEIFELE,36.0,36.0,0.0,0.0,14.0,11.0,10.0,1.0,34.0,35.0,1.0,0.0,261.0,236.0,57.0,0.0,0.0,57.0,20.0,16.0,21.0,0.0,39.0,46.0,1.0,10.0,364.0,260.0,22.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,48.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ACCIARI,NOEL,C,55,NOEL ACCIARI,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,60.0,41.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,30.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
NESS,AARON,D,55,AARON NESS,7.0,7.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0,22.0,22.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,35.0,35.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIEGA,ALEX,D,55,ALEX BIEGA,41.0,41.0,0.0,0.0,17.0,10.0,14.0,0.0,35.0,36.0,4.0,1.0,151.0,132.0,40.0,0.0,0.0,40.0,10.0,11.0,19.0,0.0,39.0,39.0,0.0,1.0,188.0,183.0,24.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,11.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,36.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
COBURN,BRAYDON,D,55,BRAYDON COBURN,88.0,88.0,0.0,0.0,34.0,28.0,26.0,0.0,60.0,62.0,26.0,0.0,306.0,213.0,55.0,0.0,0.0,55.0,22.0,18.0,15.0,0.0,52.0,52.0,0.0,3.0,265.0,255.0,49.0,26.0,6.0,6.0,0.0,1.0,0.0,0.0,33.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0
SUMMERS,CHRIS,D,55,CHRIS SUMMERS,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAYKO,COLTON,D,55,COLTON PARAYKO,122.0,122.0,0.0,0.0,37.0,42.0,43.0,0.0,104.0,112.0,7.0,3.0,328.0,274.0,111.0,1.0,0.0,110.0,26.0,45.0,40.0,0.0,89.0,94.0,2.0,15.0,379.0,323.0,92.0,16.0,10.0,3.0,0.0,1.0,0.0,0.0,65.0,37.0,7.0,2.0,0.0,0.0,0.0,0.0,103.0,1.0,103.0,1.0,111.0,1.0,111.0,1.0,3.0,0.0,3.0,0.0,7.0,0.0,7.0,0.0
SCHULTZ,JEFF,D,55,JEFF SCHULTZ,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
RAMAGE,JOHN,D,55,JOHN RAMAGE,4.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOYCHUK,JOHNNY,D,55,JOHNNY BOYCHUK,140.0,139.0,1.0,0.0,49.0,53.0,38.0,0.0,109.0,112.0,25.0,3.0,429.0,340.0,122.0,1.0,0.0,121.0,39.0,47.0,36.0,0.0,104.0,112.0,0.0,10.0,343.0,297.0,74.0,29.0,31.0,6.0,0.0,0.0,0.0,0.0,42.0,62.0,15.0,3.0,0.0,0.0,0.0,0.0,107.0,2.0,105.0,4.0,110.0,2.0,108.0,4.0,3.0,0.0,3.0,0.0,25.0,0.0,25.0,0.0
SCHULTZ,NICK,D,55,NICK SCHULTZ,174.0,174.0,0.0,0.0,62.0,57.0,54.0,1.0,129.0,133.0,41.0,0.0,479.0,338.0,55.0,1.0,0.0,54.0,17.0,16.0,22.0,0.0,53.0,54.0,1.0,0.0,304.0,292.0,96.0,31.0,40.0,5.0,1.0,1.0,0.0,0.0,19.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,128.0,1.0,133.0,0.0,132.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0
KRONWALL,NIKLAS,D,55,NIKLAS KRONWALL,81.0,81.0,0.0,0.0,34.0,18.0,27.0,2.0,63.0,67.0,11.0,3.0,291.0,182.0,54.0,1.0,0.0,53.0,21.0,19.0,11.0,3.0,31.0,39.0,0.0,15.0,313.0,213.0,44.0,18.0,16.0,0.0,3.0,0.0,0.0,0.0,21.0,28.0,4.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,67.0,0.0,67.0,0.0,3.0,0.0,3.0,0.0,11.0,0.0,11.0,0.0
RISTOLAINEN,RASMUS,D,55,RASMUS RISTOLAINEN,137.0,136.0,0.0,1.0,47.0,37.0,51.0,2.0,97.0,109.0,24.0,4.0,491.0,361.0,133.0,0.0,0.0,133.0,36.0,45.0,51.0,1.0,77.0,85.0,0.0,48.0,455.0,318.0,102.0,17.0,16.0,2.0,0.0,0.0,0.0,0.0,64.0,52.0,16.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,97.0,0.0,109.0,0.0,109.0,0.0,4.0,0.0,4.0,0.0,24.0,0.0,24.0,0.0
LOOV,VIKTOR,D,55,VIKTOR LOOV,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLEOD,CODY,L,55,CODY MCLEOD,28.0,28.0,0.0,0.0,9.0,11.0,8.0,0.0,25.0,27.0,1.0,0.0,249.0,201.0,14.0,0.0,0.0,14.0,4.0,2.0,8.0,0.0,13.0,14.0,0.0,0.0,139.0,130.0,14.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,25.0,0.0,24.0,1.0,27.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ROBINSON,BUDDY,R,55,BUDDY ROBINSON,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRIESEN,ALEX,C,56,ALEX FRIESEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROESE,BYRON,C,56,BYRON FROESE,23.0,23.0,0.0,0.0,8.0,8.0,7.0,0.0,12.0,12.0,11.0,0.0,159.0,107.0,25.0,0.0,0.0,25.0,7.0,14.0,4.0,0.0,21.0,22.0,3.0,0.0,145.0,125.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
DANO,MARKO,C,56,MARKO DANO,15.0,15.0,0.0,0.0,4.0,6.0,5.0,0.0,15.0,15.0,0.0,0.0,79.0,76.0,17.0,0.0,0.0,17.0,8.0,5.0,4.0,0.0,15.0,16.0,0.0,1.0,104.0,96.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATHESON,MICHAEL,D,56,MICHAEL MATHESON,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSS,TOMMY,D,56,TOMMY CROSS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIETILA,BLAKE,L,56,BLAKE PIETILA,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,21.0,19.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,13.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
WOODS,BRENDAN,L,56,BRENDAN WOODS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAULA,ERIK,L,56,ERIK HAULA,55.0,55.0,0.0,0.0,16.0,21.0,18.0,0.0,43.0,43.0,12.0,0.0,254.0,202.0,37.0,1.0,0.0,36.0,10.0,12.0,15.0,0.0,34.0,34.0,3.0,0.0,155.0,149.0,21.0,27.0,6.0,1.0,0.0,0.0,0.0,0.0,24.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
FIALA,KEVIN,L,56,KEVIN FIALA,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,16.0,16.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,24.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAAJARVI,MAGNUS,L,56,MAGNUS PAAJARVI,16.0,16.0,0.0,0.0,6.0,6.0,4.0,0.0,16.0,16.0,0.0,0.0,124.0,119.0,21.0,0.0,0.0,21.0,9.0,6.0,6.0,0.0,21.0,21.0,0.0,0.0,150.0,146.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
