,last,first,pos,num,GP,TOI,TOI_5v5,corsi_for_5v5/60,corsi_against_5v5/60,corsi_5v5/60,fenwick_for_5v5/60,fenwick_against_5v5/60,fenwick_5v5/60,5v5_block/60,g_block_5_5v5/60,b_block_5_5v5/60,g_block_10_5v5/60,b_block_10_5v5/60,g_block_5_ev/60,5v5_hits/60,g_hit_5_5v5/60,b_hit_5_5v5/60,g_hit_10_5v5/60,b_hit_10_5v5/60,5v5_goal/60,5v5_shot/60,5v5_give/60,5v5_take/60,b_hit_shot_5_5v5/60,5v5_give/60_scaled,b_hit_shot_5_5v5/60_scaled
932,REINHART,GRIFFIN,D,8,29.0,8.73611111111,7.58833333333,51.6582473095,59.5651218976,-7.90687458818,38.0847792664,43.8831539644,-5.798374698,5.13946848232,5.00768723918,0.131781243136,5.00768723918,0.131781243136,5.13946848232,7.2479683725,7.2479683725,0.0,7.2479683725,0.0,0.0,2.899187349,2.76740610586,0.658906215682,0.131781243136,1.56577454941,1.04126569434
933,TROUBA,JACOB,D,8,81.0,29.7847222222,23.2422222222,56.5780667368,52.6627784683,3.91528826848,41.5192657042,37.6900277273,3.82923797686,5.55024380916,5.55024380916,0.0,5.55024380916,0.0,6.02352041304,5.37814322593,5.33511808012,0.0430251458074,5.29209293431,0.0860502916149,0.215125729037,4.25948943494,2.23730758199,0.860502916149,0.0430251458074,0.731839750441,-0.265719364988
934,KLEIN,KEVIN,D,8,69.0,23.4422222222,19.5747222222,51.4949836098,55.019937845,-3.5249542352,38.4168925343,39.3364458131,-0.919553278747,6.23252777817,6.18144148491,0.0510862932637,6.18144148491,0.0510862932637,6.69230441755,5.26188820616,5.26188820616,0.0,5.26188820616,0.0,0.357604052846,2.70757354298,1.99236543728,0.715208105692,0.0510862932637,0.34650425336,-0.147014288904
935,GRANBERG,PETTER,D,8,27.0,6.17388888889,5.87055555556,42.9260906596,51.9541970285,-9.02810636888,32.0242263651,37.8158417716,-5.79161540645,3.91785748084,3.91785748084,0.0,3.91785748084,0.0,3.91785748084,7.66537333207,7.49503170247,0.170341629602,7.49503170247,0.170341629602,0.0,1.87375792562,1.19239140721,0.0,0.170341629602,-0.911990445072,1.60908977076
939,TENNYSON,MATT,D,80,29.0,5.08,4.36833333333,50.8202975963,57.2300648607,-6.4097672644,38.229683327,39.6032048836,-1.37352155666,4.12056466997,4.12056466997,0.0,4.12056466997,0.0,4.12056466997,5.03624570775,5.03624570775,0.0,5.03624570775,0.0,0.0,3.89164441053,3.2048836322,0.228920259443,0.0,2.25400082536,-0.899289614674
943,MEDVEDEV,EVGENY,D,82,45.0,14.1213888889,11.5991666667,59.0559666643,51.9864932826,7.06947338171,42.6754795603,39.3993821395,3.27609742079,2.32775343056,2.15532725052,0.172426180042,2.15532725052,0.172426180042,2.24154034054,2.93124506071,2.93124506071,0.0,2.93124506071,0.0,0.0862130900208,4.05201523098,2.15532725052,0.862130900208,0.172426180042,0.602870798142,1.63978598615
954,MILLER,KEVAN,D,86,71.0,22.5488888889,18.9336111111,53.8724490544,54.2949780666,-0.422529012192,40.0346239052,40.5099690439,-0.475345138716,4.43655462801,4.38373850149,0.052816126524,4.38373850149,0.052816126524,4.43655462801,7.76397059902,7.76397059902,0.0,7.7111544725,0.052816126524,0.26408063262,2.95770308534,1.47885154267,0.52816126524,0.052816126524,-0.461340113641,-0.121541489915
961,DAVIDSON,BRANDON,D,88,51.0,16.3169444444,12.9761111111,55.9489660487,51.7104080147,4.23855803399,40.3818983602,37.7616988483,2.62019951192,5.00920494927,4.77801087468,0.231194074581,4.77801087468,0.231194074581,4.93214025774,5.16333433232,5.16333433232,0.0,5.08626964079,0.0770646915272,0.154129383054,3.93029926789,2.69726420345,1.15597037291,0.231194074581,1.45542945193,2.50517735016
962,BURNS,BRENT,D,88,82.0,35.3205555556,25.2505555556,61.4243911025,53.9790103628,7.4453807397,45.1475215067,38.692217993,6.45530351367,4.27713361642,4.19792743834,0.0792061780819,4.19792743834,0.0792061780819,4.47514906163,3.08904094519,3.08904094519,0.0,3.00983476711,0.0792061780819,0.633649424655,8.67307649997,3.12864403423,1.62372665068,0.0792061780819,2.13406301958,0.267067339666
963,SCHMIDT,NATE,D,88,72.0,21.6830555556,19.3075,56.4547455652,55.2117052959,1.24304026933,41.2792956105,39.9844619966,1.29483361388,4.71319435453,4.60960766541,0.10358668911,4.55781432086,0.155380033666,4.86857438819,3.41836074064,3.41836074064,0.0,3.41836074064,0.0,0.0517933445552,3.72912080798,1.91635374854,1.34662695844,0.10358668911,0.226924987405,0.62608451834
971,NESTEROV,NIKITA,D,89,57.0,14.145,12.2780555556,53.4286554603,53.265763218,0.162892242257,38.7683536572,43.0035519558,-4.23519829868,2.2804913916,2.2804913916,0.0,2.2804913916,0.0,2.44338363385,7.08581253818,7.00436641705,0.0814461211285,7.00436641705,0.0814461211285,0.0814461211285,3.66507545078,2.2804913916,0.488676726771,0.0814461211285,0.799775200106,0.300051801396
983,ORLOV,DMITRY,D,9,82.0,21.9025,20.2841666667,57.8283554497,50.482724621,7.34563082864,41.6088081837,38.1085411446,3.50026703915,3.00727168152,3.00727168152,0.0,3.00727168152,0.0,3.00727168152,5.66944661271,5.66944661271,0.0,5.62014707695,0.0492995357627,0.394396286102,3.64816564644,1.92268189475,1.57758514441,0.0,0.236880233634,-0.899289614674
1005,YANDLE,KEITH,D,93,82.0,27.2813888889,22.5369444444,54.5770524941,53.7339923336,0.843060160477,39.7569423046,40.7774888147,-1.02054651005,2.61792365622,2.61792365622,0.0,2.61792365622,0.0,2.79541000579,1.73049190835,1.68612032095,0.0443715873935,1.59737714617,0.133114762181,0.0887431747871,4.1265576276,2.48480889404,1.02054651005,0.0443715873935,1.12120125139,-0.245892230974
