last,first,pos,num,comb,shots,oz_shot,nz_shot,dz_shot,p1_shot,p2_shot,p3_shot,ot_shot,5v5_shot,ev_shot,pp_shot,sh_shot,shot_for_oi,shot_for_oi_5v5,shot_against_oi,shot_against_oi_5v5,shot_wrist,shot_slap,shot_snap,shot_back,shot_deflect,shot_tip,shot_wrap,shot_other
ELIAS,PATRIK,L,26,PATRIK ELIAS,21.0,20.0,1.0,0.0,8.0,4.0,7.0,2.0,13.0,15.0,6.0,0.0,99.0,62.0,82.0,62.0,8.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0
VANEK,THOMAS,L,26,THOMAS VANEK,128.0,124.0,4.0,0.0,46.0,36.0,44.0,2.0,89.0,97.0,31.0,0.0,547.0,364.0,465.0,435.0,66.0,27.0,9.0,7.0,3.0,10.0,0.0,6.0
WHEELER,BLAKE,R,26,BLAKE WHEELER,233.0,229.0,3.0,1.0,58.0,89.0,81.0,5.0,172.0,189.0,35.0,9.0,854.0,588.0,672.0,514.0,139.0,32.0,20.0,14.0,10.0,10.0,0.0,8.0
ETEM,EMERSON,R,26,EMERSON ETEM,93.0,93.0,0.0,0.0,27.0,26.0,38.0,2.0,87.0,92.0,1.0,0.0,342.0,329.0,385.0,367.0,58.0,1.0,6.0,9.0,6.0,7.0,0.0,6.0
PAKARINEN,IIRO,R,26,IIRO PAKARINEN,71.0,69.0,2.0,0.0,20.0,27.0,24.0,0.0,66.0,66.0,5.0,0.0,237.0,212.0,321.0,268.0,33.0,6.0,25.0,2.0,1.0,4.0,0.0,0.0
JURCO,TOMAS,R,26,TOMAS JURCO,39.0,39.0,0.0,0.0,14.0,18.0,7.0,0.0,34.0,35.0,4.0,0.0,163.0,151.0,163.0,161.0,21.0,2.0,10.0,4.0,0.0,0.0,0.0,2.0
GALCHENYUK,ALEX,C,27,ALEX GALCHENYUK,176.0,175.0,1.0,0.0,53.0,57.0,57.0,9.0,129.0,144.0,32.0,0.0,715.0,522.0,518.0,463.0,117.0,14.0,18.0,13.0,1.0,10.0,0.0,3.0
LEE,ANDERS,C,27,ANDERS LEE,168.0,164.0,3.0,1.0,57.0,57.0,54.0,0.0,131.0,134.0,34.0,0.0,641.0,465.0,448.0,413.0,76.0,13.0,13.0,29.0,3.0,31.0,0.0,3.0
LAZAR,CURTIS,C,27,CURTIS LAZAR,72.0,72.0,0.0,0.0,26.0,31.0,13.0,2.0,67.0,69.0,1.0,2.0,372.0,325.0,555.0,439.0,47.0,3.0,8.0,12.0,1.0,1.0,0.0,0.0
BJUGSTAD,NICK,C,27,NICK BJUGSTAD,158.0,156.0,2.0,0.0,43.0,60.0,53.0,2.0,106.0,108.0,50.0,0.0,524.0,372.0,408.0,372.0,69.0,33.0,22.0,21.0,1.0,7.0,0.0,5.0
DALPE,ZAC,C,27,ZAC DALPE,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MARTINEZ,ALEC,D,27,ALEC MARTINEZ,114.0,113.0,1.0,0.0,35.0,32.0,44.0,3.0,65.0,78.0,34.0,2.0,754.0,572.0,720.0,531.0,49.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0
PIETRANGELO,ALEX,D,27,ALEX PIETRANGELO,176.0,169.0,4.0,3.0,57.0,52.0,59.0,8.0,125.0,146.0,24.0,6.0,884.0,702.0,962.0,667.0,97.0,59.0,12.0,6.0,0.0,2.0,0.0,0.0
HUTTON,BEN,D,27,BEN HUTTON,103.0,97.0,4.0,2.0,37.0,33.0,29.0,4.0,69.0,77.0,25.0,1.0,651.0,492.0,690.0,578.0,62.0,28.0,9.0,2.0,1.0,1.0,0.0,0.0
HAMILTON,DOUGIE,D,27,DOUGIE HAMILTON,178.0,172.0,5.0,1.0,62.0,56.0,58.0,2.0,121.0,130.0,46.0,2.0,865.0,633.0,665.0,596.0,111.0,39.0,25.0,3.0,0.0,0.0,0.0,0.0
FAULK,JUSTIN,D,27,JUSTIN FAULK,168.0,166.0,2.0,0.0,47.0,62.0,52.0,7.0,92.0,105.0,61.0,2.0,758.0,543.0,668.0,511.0,36.0,75.0,49.0,7.0,0.0,1.0,0.0,0.0
ALZNER,KARL,D,27,KARL ALZNER,71.0,68.0,3.0,0.0,19.0,25.0,26.0,1.0,63.0,69.0,1.0,1.0,668.0,637.0,824.0,616.0,31.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0
QUINCEY,KYLE,D,27,KYLE QUINCEY,58.0,56.0,2.0,0.0,15.0,25.0,18.0,0.0,57.0,57.0,0.0,1.0,364.0,346.0,442.0,360.0,12.0,34.0,8.0,3.0,1.0,0.0,0.0,0.0
MCDONAGH,RYAN,D,27,RYAN MCDONAGH,104.0,100.0,2.0,2.0,34.0,37.0,31.0,2.0,73.0,79.0,23.0,2.0,692.0,511.0,734.0,532.0,43.0,39.0,17.0,4.0,0.0,1.0,0.0,0.0
MURRAY,RYAN,D,27,RYAN MURRAY,86.0,85.0,0.0,1.0,29.0,29.0,23.0,5.0,48.0,56.0,30.0,0.0,861.0,627.0,837.0,626.0,29.0,32.0,24.0,1.0,0.0,0.0,0.0,0.0
MARTINSEN,ANDREAS,L,27,ANDREAS MARTINSEN,48.0,43.0,5.0,0.0,15.0,7.0,26.0,0.0,44.0,46.0,2.0,0.0,203.0,188.0,271.0,262.0,36.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0
DROUIN,JONATHAN,L,27,JONATHAN DROUIN,22.0,22.0,0.0,0.0,7.0,8.0,6.0,1.0,18.0,21.0,1.0,0.0,103.0,77.0,120.0,112.0,11.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0
EHLERS,NIKOLAJ,L,27,NIKOLAJ EHLERS,153.0,149.0,4.0,0.0,40.0,55.0,53.0,5.0,127.0,137.0,16.0,0.0,602.0,461.0,436.0,401.0,96.0,17.0,25.0,13.0,1.0,1.0,0.0,0.0
MOEN,TRAVIS,L,27,TRAVIS MOEN,12.0,11.0,1.0,0.0,7.0,4.0,1.0,0.0,12.0,12.0,0.0,0.0,58.0,57.0,77.0,69.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0
DONSKOI,JOONAS,R,27,JOONAS DONSKOI,98.0,98.0,0.0,0.0,32.0,38.0,25.0,3.0,83.0,86.0,12.0,0.0,520.0,438.0,389.0,361.0,57.0,4.0,8.0,15.0,7.0,4.0,0.0,3.0
MOORE,DOMINIC,C,28,DOMINIC MOORE,89.0,84.0,3.0,2.0,31.0,29.0,28.0,1.0,75.0,78.0,0.0,11.0,353.0,318.0,570.0,419.0,36.0,15.0,10.0,18.0,1.0,8.0,0.0,1.0
BRODZIAK,KYLE,C,28,KYLE BRODZIAK,42.0,41.0,1.0,0.0,20.0,7.0,15.0,0.0,40.0,40.0,1.0,1.0,256.0,242.0,332.0,251.0,26.0,4.0,3.0,5.0,0.0,4.0,0.0,0.0
CORMIER,PATRICE,C,28,PATRICE CORMIER,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAREY,PAUL,C,28,PAUL CAREY,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,16.0,16.0,14.0,14.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
GAUSTAD,PAUL,C,28,PAUL GAUSTAD,44.0,43.0,1.0,0.0,14.0,17.0,13.0,0.0,39.0,40.0,0.0,4.0,194.0,173.0,350.0,245.0,25.0,3.0,5.0,6.0,0.0,1.0,0.0,4.0
GIRGENSONS,ZEMGUS,C,28,ZEMGUS GIRGENSONS,104.0,104.0,0.0,0.0,25.0,48.0,29.0,2.0,91.0,95.0,9.0,0.0,447.0,365.0,480.0,381.0,62.0,8.0,18.0,9.0,2.0,5.0,0.0,0.0
SEVERSON,DAMON,D,28,DAMON SEVERSON,93.0,92.0,1.0,0.0,37.0,32.0,23.0,1.0,69.0,75.0,18.0,0.0,528.0,423.0,532.0,470.0,15.0,51.0,23.0,1.0,0.0,3.0,0.0,0.0
COLE,IAN,D,28,IAN COLE,72.0,67.0,4.0,1.0,21.0,28.0,23.0,0.0,66.0,67.0,3.0,2.0,520.0,477.0,598.0,453.0,32.0,30.0,6.0,4.0,0.0,0.0,0.0,0.0
ZIDLICKY,MAREK,D,28,MAREK ZIDLICKY,44.0,40.0,3.0,1.0,15.0,15.0,14.0,0.0,29.0,30.0,14.0,0.0,367.0,295.0,361.0,333.0,14.0,21.0,5.0,2.0,0.0,1.0,0.0,1.0
BEAULIEU,NATHAN,D,28,NATHAN BEAULIEU,72.0,67.0,4.0,1.0,24.0,20.0,27.0,1.0,62.0,63.0,8.0,1.0,519.0,439.0,463.0,414.0,46.0,19.0,5.0,1.0,0.0,0.0,0.0,1.0
JOHNS,STEPHEN,D,28,STEPHEN JOHNS,12.0,11.0,1.0,0.0,1.0,7.0,4.0,0.0,12.0,12.0,0.0,0.0,97.0,90.0,104.0,93.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
STRACHAN,TYSON,D,28,TYSON STRACHAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGOZZINO,ANDREW,L,28,ANDREW AGOZZINO,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,30.0,29.0,34.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WILSON,GARRETT,L,28,GARRETT WILSON,28.0,28.0,0.0,0.0,11.0,7.0,10.0,0.0,27.0,27.0,1.0,0.0,113.0,109.0,111.0,110.0,10.0,2.0,5.0,6.0,0.0,2.0,0.0,3.0
KORPIKOSKI,LAURI,L,28,LAURI KORPIKOSKI,78.0,74.0,4.0,0.0,26.0,27.0,25.0,0.0,64.0,65.0,8.0,5.0,335.0,277.0,531.0,372.0,49.0,2.0,14.0,7.0,2.0,4.0,0.0,0.0
BOYES,BRAD,R,28,BRAD BOYES,78.0,73.0,5.0,0.0,31.0,22.0,22.0,3.0,48.0,55.0,23.0,0.0,412.0,259.0,253.0,230.0,40.0,9.0,17.0,4.0,0.0,8.0,0.0,0.0
GIROUX,CLAUDE,R,28,CLAUDE GIROUX,225.0,191.0,34.0,0.0,56.0,85.0,70.0,14.0,130.0,151.0,63.0,11.0,934.0,546.0,694.0,532.0,128.0,33.0,48.0,9.0,4.0,2.0,0.0,1.0
POIRIER,EMILE,R,28,EMILE POIRIER,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BJORKSTRAND,OLIVER,R,28,OLIVER BJORKSTRAND,22.0,22.0,0.0,0.0,11.0,2.0,8.0,1.0,21.0,21.0,0.0,1.0,90.0,73.0,75.0,72.0,7.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0
NELSON,BROCK,C,29,BROCK NELSON,140.0,134.0,5.0,1.0,37.0,53.0,48.0,2.0,113.0,116.0,21.0,3.0,576.0,456.0,529.0,482.0,83.0,6.0,29.0,10.0,0.0,11.0,0.0,1.0
FERRARO,LANDON,C,29,LANDON FERRARO,72.0,68.0,4.0,0.0,24.0,21.0,27.0,0.0,68.0,69.0,0.0,3.0,248.0,238.0,342.0,289.0,37.0,3.0,17.0,9.0,0.0,4.0,0.0,2.0
DRAISAITL,LEON,C,29,LEON DRAISAITL,114.0,112.0,1.0,1.0,27.0,49.0,31.0,7.0,88.0,98.0,16.0,0.0,701.0,528.0,521.0,462.0,56.0,6.0,29.0,14.0,0.0,8.0,0.0,1.0
MACKINNON,NATHAN,C,29,NATHAN MACKINNON,225.0,217.0,7.0,1.0,79.0,68.0,75.0,3.0,163.0,179.0,39.0,7.0,741.0,508.0,622.0,538.0,143.0,30.0,26.0,12.0,4.0,3.0,0.0,7.0
PEDAN,ANDREY,D,29,ANDREY PEDAN,11.0,8.0,3.0,0.0,4.0,3.0,4.0,0.0,11.0,11.0,0.0,0.0,57.0,57.0,94.0,88.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
GOLOUBEF,CODY,D,29,CODY GOLOUBEF,39.0,39.0,0.0,0.0,12.0,13.0,14.0,0.0,39.0,39.0,0.0,0.0,272.0,264.0,326.0,297.0,9.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0
ENGELLAND,DERYK,D,29,DERYK ENGELLAND,68.0,68.0,0.0,0.0,20.0,18.0,30.0,0.0,67.0,67.0,1.0,0.0,418.0,404.0,500.0,443.0,42.0,16.0,8.0,1.0,0.0,1.0,0.0,0.0
MCCABE,JAKE,D,29,JAKE MCCABE,58.0,51.0,5.0,2.0,14.0,21.0,23.0,0.0,55.0,57.0,0.0,1.0,623.0,577.0,720.0,600.0,33.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0
VALIEV,RINAT,D,29,RINAT VALIEV,7.0,6.0,1.0,0.0,5.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,55.0,54.0,48.0,46.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KOEKKOEK,SLATER,D,29,SLATER KOEKKOEK,11.0,11.0,0.0,0.0,4.0,5.0,2.0,0.0,11.0,11.0,0.0,0.0,60.0,60.0,42.0,42.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
BRENNAN,TJ,D,29,TJ BRENNAN,10.0,10.0,0.0,0.0,2.0,1.0,7.0,0.0,10.0,10.0,0.0,0.0,41.0,39.0,46.0,42.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
LINDBACK,ANDERS,G,29,ANDERS LINDBACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,288.0,396.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEURY,MARC-ANDRE,G,29,MARC-ANDRE FLEURY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,1356.0,1532.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'CONNOR,MATTHEW,G,29,MATTHEW O'CONNOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMERY,RAY,G,29,RAY EMERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BICKELL,BRYAN,L,29,BRYAN BICKELL,21.0,21.0,0.0,0.0,6.0,7.0,8.0,0.0,21.0,21.0,0.0,0.0,117.0,115.0,121.0,121.0,14.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
STEWART,CHRIS,R,29,CHRIS STEWART,70.0,69.0,1.0,0.0,30.0,21.0,19.0,0.0,59.0,59.0,11.0,0.0,280.0,231.0,241.0,234.0,36.0,8.0,5.0,13.0,0.0,6.0,0.0,2.0
POMINVILLE,JASON,R,29,JASON POMINVILLE,176.0,175.0,1.0,0.0,45.0,75.0,56.0,0.0,148.0,154.0,22.0,0.0,687.0,528.0,486.0,443.0,80.0,57.0,21.0,8.0,2.0,7.0,0.0,1.0
HAVLAT,MARTIN,R,29,MARTIN HAVLAT,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
COYLE,CHARLIE,C,3,CHARLIE COYLE,119.0,118.0,1.0,0.0,40.0,41.0,36.0,2.0,97.0,103.0,12.0,4.0,627.0,458.0,578.0,493.0,68.0,4.0,23.0,12.0,5.0,5.0,0.0,2.0
MCNABB,BRAYDEN,D,3,BRAYDEN MCNABB,89.0,83.0,6.0,0.0,34.0,29.0,26.0,0.0,83.0,85.0,4.0,0.0,717.0,683.0,637.0,533.0,36.0,43.0,7.0,3.0,0.0,0.0,0.0,0.0
BIGRAS,CHRIS,D,3,CHRIS BIGRAS,20.0,17.0,2.0,1.0,3.0,9.0,8.0,0.0,18.0,20.0,0.0,0.0,156.0,150.0,233.0,213.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
STONER,CLAYTON,D,3,CLAYTON STONER,31.0,30.0,1.0,0.0,9.0,13.0,9.0,0.0,29.0,30.0,0.0,1.0,295.0,282.0,320.0,269.0,14.0,12.0,3.0,1.0,0.0,1.0,0.0,0.0
KLINGBERG,JOHN,D,3,JOHN KLINGBERG,162.0,156.0,5.0,1.0,62.0,47.0,49.0,4.0,120.0,130.0,31.0,1.0,1012.0,750.0,706.0,615.0,91.0,43.0,22.0,6.0,0.0,0.0,0.0,0.0
METHOT,MARC,D,3,MARC METHOT,69.0,61.0,8.0,0.0,31.0,20.0,18.0,0.0,65.0,67.0,0.0,2.0,521.0,491.0,755.0,603.0,19.0,40.0,6.0,4.0,0.0,0.0,0.0,0.0
PYSYK,MARK,D,3,MARK PYSYK,43.0,42.0,1.0,0.0,11.0,24.0,8.0,0.0,39.0,40.0,3.0,0.0,392.0,349.0,364.0,334.0,21.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0
MAATTA,OLLI,D,3,OLLI MAATTA,89.0,81.0,8.0,0.0,29.0,36.0,24.0,0.0,82.0,83.0,5.0,1.0,589.0,531.0,644.0,497.0,41.0,33.0,13.0,1.0,0.0,0.0,0.0,1.0
GUDAS,RADKO,D,3,RADKO GUDAS,145.0,124.0,17.0,4.0,51.0,49.0,44.0,1.0,132.0,136.0,2.0,7.0,678.0,616.0,742.0,553.0,47.0,58.0,37.0,2.0,0.0,1.0,0.0,0.0
JONES,SETH,D,3,SETH JONES,154.0,151.0,2.0,1.0,57.0,46.0,46.0,5.0,122.0,130.0,24.0,0.0,885.0,673.0,725.0,570.0,68.0,51.0,31.0,2.0,1.0,1.0,0.0,0.0
KAMPFER,STEVEN,D,3,STEVEN KAMPFER,54.0,51.0,3.0,0.0,22.0,15.0,17.0,0.0,51.0,53.0,0.0,1.0,301.0,276.0,338.0,293.0,26.0,19.0,7.0,2.0,0.0,0.0,0.0,0.0
HAMONIC,TRAVIS,D,3,TRAVIS HAMONIC,142.0,117.0,24.0,1.0,49.0,49.0,38.0,6.0,119.0,129.0,9.0,4.0,727.0,640.0,806.0,607.0,52.0,72.0,14.0,1.0,0.0,1.0,0.0,2.0
DELL,AARON,G,30,AARON DELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMMOND,ANDREW,G,30,ANDREW HAMMOND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,517.0,650.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIBEAU,ANTOINE,G,30,ANTOINE BIBEAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHUDOBIN,ANTON,G,30,ANTON KHUDOBIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,108.0,159.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BISHOP,BEN,G,30,BEN BISHOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.0,1241.0,1548.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARD,CAM,G,30,CAM WARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.0,1106.0,1221.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTTON,CARTER,G,30,CARTER HUTTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,323.0,425.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLEBUYCK,CONNOR,G,30,CONNOR HELLEBUYCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,531.0,627.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCELHINNEY,CURTIS,G,30,CURTIS MCELHINNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,274.0,370.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUNDQVIST,HENRIK,G,30,HENRIK LUNDQVIST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,1272.0,1787.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERUBE,JEAN-FRANCOIS,G,30,JEAN-FRANCOIS BERUBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,139.0,192.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,JEREMY,G,30,JEREMY SMITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGHAMER,MAREK,G,30,MAREK LANGHAMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURRAY,MATTHEW,G,30,MATTHEW MURRAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,302.0,330.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUVIRTH,MICHAL,G,30,MICHAL NEUVIRTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,642.0,839.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENNA,MIKE,G,30,MIKE MCKENNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPLEY,PHEONIX,G,30,PHEONIX COPLEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,RYAN,G,30,RYAN MILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,1066.0,1496.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCALE,ZACHARY,G,30,ZACHARY FUCALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORSBERG,ANTON,G,31,ANTON FORSBERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,57.0,88.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEMI,ANTTI,G,31,ANTTI NIEMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.0,1016.0,1127.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICKARD,CALVIN,G,31,CALVIN PICKARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,318.0,497.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRICE,CAREY,G,31,CAREY PRICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,258.0,341.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,CHAD,G,31,CHAD JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,865.0,1168.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACK,EDDIE,G,31,EDDIE LACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.0,677.0,820.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDERSEN,FREDERIK,G,31,FREDERIK ANDERSEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,831.0,997.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARKS,GARRET,G,31,GARRET SPARKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,344.0,407.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREAU,JARED,G,31,JARED COREAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMO,KARRI,G,31,KARRI RAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,733.0,940.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONES,MARTIN,G,31,MARTIN JONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,1358.0,1590.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAVELEC,ONDREJ,G,31,ONDREJ PAVELEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,674.0,829.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUDAJ,PETER,G,31,PETER BUDAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUBAUER,PHILIPP,G,31,PHILIPP GRUBAUER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,390.0,479.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEDGEWOOD,SCOTT,G,31,SCOTT WEDGEWOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,65.0,111.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLYNN,BRIAN,C,32,BRIAN FLYNN,70.0,68.0,2.0,0.0,24.0,20.0,25.0,1.0,67.0,68.0,1.0,1.0,243.0,231.0,284.0,226.0,44.0,3.0,7.0,13.0,0.0,3.0,0.0,0.0
GAUDET,TYLER,C,32,TYLER GAUDET,5.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,0.0,1.0,54.0,48.0,60.0,47.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
