last,first,pos,num,comb,shots,oz_shot,nz_shot,dz_shot,p1_shot,p2_shot,p3_shot,ot_shot,5v5_shot,ev_shot,pp_shot,sh_shot,shot_for_oi,shot_for_oi_5v5,shot_against_oi,shot_against_oi_5v5,shot_wrist,shot_slap,shot_snap,shot_back,shot_deflect,shot_tip,shot_wrap,shot_other
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,758.0,1035.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,291.0,368.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,450.0,575.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,322.0,547.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,102.0,124.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,1186.0,1657.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,1060.0,1566.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,759.0,1106.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,10.0,14.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,8.0,7.0,1.0,0.0,2.0,4.0,2.0,0.0,8.0,8.0,0.0,0.0,27.0,27.0,30.0,29.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,155.0,152.0,2.0,1.0,59.0,51.0,40.0,5.0,102.0,114.0,41.0,0.0,776.0,490.0,587.0,523.0,70.0,16.0,40.0,9.0,5.0,15.0,0.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,21.0,21.0,0.0,0.0,8.0,4.0,9.0,0.0,19.0,20.0,1.0,0.0,132.0,124.0,124.0,100.0,9.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,113.0,111.0,2.0,0.0,38.0,40.0,34.0,1.0,98.0,100.0,13.0,0.0,546.0,440.0,479.0,435.0,30.0,26.0,31.0,10.0,1.0,12.0,0.0,3.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,28.0,28.0,0.0,0.0,10.0,10.0,8.0,0.0,28.0,28.0,0.0,0.0,87.0,84.0,119.0,119.0,19.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,44.0,43.0,1.0,0.0,17.0,17.0,10.0,0.0,39.0,39.0,1.0,4.0,176.0,160.0,225.0,156.0,25.0,0.0,4.0,6.0,1.0,8.0,0.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,82.0,80.0,1.0,1.0,26.0,32.0,23.0,1.0,78.0,80.0,2.0,0.0,326.0,310.0,330.0,316.0,53.0,8.0,13.0,5.0,1.0,2.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,78.0,75.0,3.0,0.0,27.0,28.0,22.0,1.0,59.0,62.0,16.0,0.0,355.0,282.0,283.0,255.0,25.0,39.0,9.0,3.0,0.0,2.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,85.0,82.0,2.0,1.0,27.0,35.0,23.0,0.0,57.0,58.0,27.0,0.0,570.0,389.0,467.0,423.0,64.0,2.0,6.0,6.0,0.0,7.0,0.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,5.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,12.0,11.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,206.0,204.0,2.0,0.0,77.0,70.0,59.0,0.0,153.0,160.0,45.0,1.0,744.0,536.0,515.0,453.0,119.0,40.0,20.0,16.0,0.0,8.0,0.0,3.0
PERRY,COREY,R,10,COREY PERRY,186.0,180.0,6.0,0.0,55.0,59.0,65.0,7.0,139.0,152.0,34.0,0.0,763.0,514.0,549.0,501.0,105.0,28.0,20.0,15.0,0.0,14.0,0.0,4.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,141.0,140.0,1.0,0.0,43.0,47.0,50.0,1.0,114.0,121.0,20.0,0.0,644.0,501.0,410.0,384.0,65.0,16.0,34.0,19.0,2.0,4.0,0.0,1.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,119.0,118.0,1.0,0.0,48.0,38.0,33.0,0.0,101.0,106.0,13.0,0.0,408.0,323.0,344.0,319.0,57.0,17.0,26.0,13.0,1.0,1.0,0.0,4.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,107.0,105.0,1.0,1.0,35.0,39.0,33.0,0.0,102.0,102.0,0.0,5.0,322.0,313.0,332.0,268.0,81.0,3.0,14.0,8.0,0.0,1.0,0.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,89.0,81.0,6.0,2.0,29.0,26.0,34.0,0.0,83.0,83.0,0.0,6.0,433.0,403.0,522.0,376.0,57.0,9.0,7.0,12.0,1.0,2.0,0.0,1.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,153.0,152.0,1.0,0.0,54.0,44.0,49.0,6.0,95.0,104.0,42.0,7.0,826.0,572.0,678.0,480.0,85.0,10.0,25.0,19.0,0.0,11.0,0.0,3.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,115.0,109.0,6.0,0.0,45.0,32.0,37.0,1.0,86.0,91.0,24.0,0.0,410.0,307.0,354.0,335.0,39.0,44.0,22.0,5.0,2.0,2.0,0.0,1.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,106.0,100.0,6.0,0.0,43.0,35.0,26.0,2.0,91.0,94.0,9.0,3.0,400.0,338.0,424.0,302.0,61.0,6.0,12.0,13.0,1.0,12.0,0.0,1.0
HODGSON,CODY,C,11,CODY HODGSON,62.0,60.0,2.0,0.0,22.0,24.0,16.0,0.0,58.0,61.0,1.0,0.0,226.0,214.0,147.0,146.0,30.0,9.0,14.0,5.0,0.0,1.0,0.0,3.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,158.0,154.0,4.0,0.0,51.0,51.0,52.0,4.0,119.0,129.0,26.0,3.0,676.0,486.0,566.0,488.0,69.0,23.0,29.0,17.0,0.0,11.0,0.0,9.0
STAAL,JORDAN,C,11,JORDAN STAAL,131.0,127.0,2.0,2.0,38.0,41.0,46.0,6.0,91.0,106.0,19.0,6.0,681.0,492.0,587.0,447.0,57.0,3.0,35.0,17.0,6.0,11.0,0.0,2.0
PORTER,KEVIN,C,11,KEVIN PORTER,34.0,34.0,0.0,0.0,15.0,10.0,9.0,0.0,29.0,29.0,0.0,5.0,167.0,152.0,217.0,163.0,22.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,128.0,123.0,4.0,1.0,37.0,51.0,39.0,1.0,90.0,95.0,28.0,5.0,542.0,352.0,484.0,376.0,67.0,10.0,10.0,24.0,4.0,10.0,0.0,3.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,134.0,131.0,2.0,1.0,44.0,35.0,50.0,5.0,102.0,111.0,15.0,8.0,616.0,501.0,524.0,388.0,84.0,4.0,27.0,10.0,0.0,9.0,0.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,33.0,33.0,0.0,0.0,15.0,5.0,13.0,0.0,29.0,31.0,1.0,1.0,102.0,92.0,98.0,84.0,11.0,1.0,6.0,8.0,1.0,5.0,0.0,1.0
LERG,BRYAN,L,11,BRYAN LERG,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,16.0,16.0,31.0,27.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,9.0,8.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,103.0,103.0,0.0,0.0,32.0,38.0,33.0,0.0,96.0,97.0,0.0,6.0,418.0,390.0,565.0,426.0,36.0,8.0,32.0,15.0,2.0,7.0,0.0,3.0
PARISE,ZACH,L,11,ZACH PARISE,212.0,211.0,1.0,0.0,72.0,65.0,68.0,7.0,133.0,153.0,56.0,3.0,742.0,500.0,547.0,464.0,120.0,19.0,21.0,16.0,7.0,25.0,0.0,4.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,154.0,153.0,1.0,0.0,41.0,53.0,56.0,4.0,118.0,123.0,31.0,0.0,503.0,369.0,354.0,316.0,91.0,5.0,14.0,19.0,3.0,22.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,114.0,111.0,2.0,1.0,33.0,44.0,37.0,0.0,107.0,108.0,6.0,0.0,514.0,445.0,467.0,447.0,62.0,10.0,16.0,12.0,2.0,10.0,0.0,2.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,61.0,61.0,0.0,0.0,19.0,25.0,17.0,0.0,55.0,56.0,0.0,5.0,302.0,284.0,463.0,337.0,25.0,1.0,21.0,8.0,0.0,5.0,0.0,1.0
STAAL,ERIC,C,12,ERIC STAAL,187.0,184.0,3.0,0.0,55.0,63.0,66.0,3.0,146.0,156.0,31.0,0.0,823.0,593.0,577.0,502.0,86.0,18.0,35.0,25.0,6.0,7.0,0.0,10.0
LEHTERA,JORI,C,12,JORI LEHTERA,78.0,76.0,2.0,0.0,23.0,24.0,24.0,7.0,61.0,68.0,6.0,4.0,605.0,463.0,529.0,423.0,45.0,8.0,5.0,5.0,6.0,8.0,0.0,1.0
BAILEY,JOSH,C,12,JOSH BAILEY,93.0,92.0,0.0,1.0,29.0,40.0,22.0,2.0,81.0,83.0,9.0,1.0,553.0,459.0,565.0,503.0,48.0,7.0,23.0,7.0,2.0,6.0,0.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,85.0,85.0,0.0,0.0,26.0,34.0,25.0,0.0,65.0,69.0,11.0,5.0,571.0,421.0,461.0,343.0,49.0,3.0,10.0,16.0,2.0,3.0,0.0,2.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,192.0,191.0,1.0,0.0,63.0,65.0,59.0,5.0,124.0,136.0,51.0,5.0,799.0,481.0,609.0,452.0,107.0,20.0,27.0,14.0,7.0,11.0,0.0,6.0
FAKSA,RADEK,C,12,RADEK FAKSA,62.0,62.0,0.0,0.0,19.0,28.0,15.0,0.0,60.0,60.0,0.0,2.0,233.0,222.0,224.0,173.0,38.0,6.0,6.0,4.0,2.0,6.0,0.0,0.0
BOUCHER,REID,C,12,REID BOUCHER,66.0,65.0,0.0,1.0,22.0,29.0,15.0,0.0,46.0,47.0,19.0,0.0,227.0,174.0,257.0,236.0,25.0,11.0,22.0,3.0,1.0,4.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,9.0,9.0,0.0,0.0,5.0,2.0,2.0,0.0,8.0,8.0,0.0,1.0,41.0,40.0,58.0,53.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,86.0,72.0,10.0,4.0,25.0,30.0,31.0,0.0,80.0,83.0,0.0,3.0,543.0,513.0,622.0,470.0,37.0,40.0,9.0,0.0,0.0,0.0,0.0,0.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,11.0,11.0,0.0,0.0,3.0,6.0,2.0,0.0,11.0,11.0,0.0,0.0,42.0,40.0,83.0,68.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,119.0,117.0,0.0,2.0,43.0,49.0,27.0,0.0,106.0,107.0,12.0,0.0,564.0,476.0,493.0,460.0,64.0,6.0,27.0,12.0,0.0,9.0,0.0,1.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,109.0,108.0,1.0,0.0,43.0,30.0,33.0,3.0,95.0,100.0,6.0,3.0,481.0,419.0,525.0,410.0,67.0,18.0,12.0,7.0,2.0,3.0,0.0,0.0
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,106.0,105.0,0.0,1.0,36.0,19.0,47.0,4.0,94.0,100.0,2.0,4.0,466.0,412.0,685.0,559.0,67.0,4.0,7.0,19.0,1.0,6.0,0.0,2.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,158.0,143.0,13.0,2.0,47.0,65.0,42.0,4.0,125.0,132.0,15.0,11.0,641.0,473.0,690.0,522.0,75.0,30.0,21.0,12.0,4.0,15.0,0.0,1.0
JONES,DAVID,R,12,DAVID JONES,73.0,73.0,0.0,0.0,22.0,29.0,22.0,0.0,72.0,72.0,1.0,0.0,352.0,336.0,454.0,444.0,37.0,8.0,12.0,9.0,1.0,5.0,0.0,1.0
STAFFORD,DREW,R,12,DREW STAFFORD,167.0,165.0,1.0,1.0,49.0,63.0,54.0,1.0,138.0,144.0,20.0,3.0,658.0,507.0,549.0,446.0,114.0,9.0,23.0,13.0,3.0,2.0,0.0,3.0
IGINLA,JAROME,R,12,JAROME IGINLA,160.0,158.0,1.0,1.0,48.0,53.0,55.0,4.0,96.0,106.0,54.0,0.0,637.0,402.0,563.0,511.0,81.0,44.0,21.0,5.0,2.0,6.0,0.0,1.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,130.0,129.0,1.0,0.0,45.0,42.0,41.0,2.0,108.0,113.0,17.0,0.0,464.0,353.0,268.0,245.0,83.0,5.0,15.0,16.0,0.0,10.0,0.0,1.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,44.0,43.0,1.0,0.0,13.0,20.0,11.0,0.0,41.0,42.0,1.0,1.0,276.0,261.0,340.0,251.0,28.0,1.0,6.0,5.0,0.0,3.0,0.0,1.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,93.0,93.0,0.0,0.0,26.0,39.0,28.0,0.0,85.0,87.0,3.0,3.0,505.0,462.0,455.0,415.0,58.0,7.0,7.0,15.0,1.0,4.0,0.0,1.0
BONINO,NICK,C,13,NICK BONINO,89.0,86.0,3.0,0.0,29.0,28.0,28.0,4.0,68.0,75.0,10.0,4.0,444.0,343.0,450.0,300.0,57.0,4.0,9.0,15.0,0.0,3.0,0.0,1.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,168.0,161.0,7.0,0.0,47.0,48.0,61.0,12.0,108.0,131.0,36.0,1.0,740.0,505.0,438.0,378.0,86.0,8.0,37.0,28.0,4.0,5.0,0.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,11.0,11.0,17.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,190.0,186.0,2.0,2.0,55.0,66.0,57.0,12.0,117.0,138.0,51.0,1.0,824.0,537.0,587.0,520.0,133.0,11.0,17.0,19.0,1.0,7.0,0.0,2.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,65.0,62.0,2.0,1.0,20.0,23.0,22.0,0.0,63.0,63.0,1.0,1.0,237.0,232.0,227.0,221.0,36.0,5.0,11.0,7.0,0.0,5.0,0.0,1.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,90.0,90.0,0.0,0.0,22.0,35.0,26.0,7.0,54.0,64.0,25.0,1.0,334.0,233.0,303.0,249.0,22.0,18.0,36.0,9.0,0.0,4.0,0.0,1.0
PAUL,NICK,L,13,NICK PAUL,26.0,25.0,1.0,0.0,6.0,11.0,9.0,0.0,26.0,26.0,0.0,0.0,112.0,109.0,135.0,128.0,17.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
SEMIN,ALEXANDER,R,13,ALEXANDER SEMIN,17.0,16.0,1.0,0.0,5.0,8.0,4.0,0.0,16.0,16.0,1.0,0.0,100.0,79.0,70.0,66.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
ATKINSON,CAM,R,13,CAM ATKINSON,205.0,199.0,6.0,0.0,62.0,62.0,69.0,12.0,147.0,165.0,30.0,10.0,709.0,504.0,618.0,469.0,67.0,26.0,73.0,15.0,3.0,17.0,0.0,4.0
HAYES,KEVIN,R,13,KEVIN HAYES,119.0,113.0,6.0,0.0,42.0,44.0,31.0,2.0,96.0,100.0,19.0,0.0,511.0,401.0,451.0,417.0,68.0,15.0,14.0,10.0,1.0,6.0,0.0,5.0
BROWN,MIKE,R,13,MIKE BROWN,49.0,46.0,3.0,0.0,15.0,21.0,13.0,0.0,48.0,48.0,1.0,0.0,171.0,169.0,192.0,189.0,27.0,3.0,6.0,8.0,1.0,3.0,0.0,1.0
HENRIQUE,ADAM,C,14,ADAM HENRIQUE,122.0,122.0,0.0,0.0,41.0,43.0,30.0,8.0,83.0,94.0,20.0,8.0,583.0,374.0,686.0,441.0,35.0,11.0,47.0,17.0,2.0,10.0,0.0,0.0
GREENING,COLIN,C,14,COLIN GREENING,51.0,49.0,2.0,0.0,26.0,15.0,10.0,0.0,41.0,41.0,10.0,0.0,227.0,162.0,172.0,160.0,32.0,2.0,6.0,7.0,1.0,2.0,0.0,1.0
NYQUIST,GUSTAV,C,14,GUSTAV NYQUIST,149.0,138.0,10.0,1.0,45.0,53.0,40.0,11.0,101.0,122.0,24.0,3.0,650.0,440.0,441.0,401.0,88.0,5.0,32.0,14.0,7.0,2.0,0.0,1.0
VITALE,JOE,C,14,JOE VITALE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EBERLE,JORDAN,C,14,JORDAN EBERLE,151.0,150.0,1.0,0.0,55.0,47.0,43.0,6.0,104.0,116.0,34.0,1.0,684.0,495.0,520.0,473.0,90.0,7.0,25.0,22.0,0.0,5.0,0.0,2.0
GERBE,NATHAN,C,14,NATHAN GERBE,71.0,69.0,1.0,1.0,27.0,25.0,18.0,1.0,60.0,61.0,6.0,4.0,257.0,216.0,273.0,227.0,24.0,11.0,18.0,13.0,1.0,3.0,0.0,1.0
COUTURIER,SEAN,C,14,SEAN COUTURIER,109.0,109.0,0.0,0.0,29.0,48.0,27.0,5.0,72.0,79.0,20.0,10.0,506.0,382.0,510.0,369.0,53.0,9.0,29.0,9.0,3.0,4.0,0.0,2.0
PLEKANEC,TOMAS,C,14,TOMAS PLEKANEC,175.0,170.0,3.0,2.0,62.0,48.0,59.0,6.0,111.0,129.0,38.0,8.0,746.0,524.0,650.0,498.0,110.0,25.0,16.0,12.0,3.0,5.0,0.0,4.0
EKHOLM,MATTIAS,D,14,MATTIAS EKHOLM,106.0,103.0,2.0,1.0,37.0,36.0,32.0,1.0,86.0,93.0,9.0,4.0,707.0,589.0,632.0,520.0,47.0,43.0,7.0,6.0,0.0,1.0,0.0,2.0
HICKEY,THOMAS,D,14,THOMAS HICKEY,49.0,42.0,5.0,2.0,16.0,20.0,12.0,1.0,44.0,46.0,1.0,2.0,412.0,362.0,563.0,414.0,21.0,15.0,6.0,1.0,1.0,4.0,0.0,1.0
BURROWS,ALEXANDRE,L,14,ALEXANDRE BURROWS,130.0,126.0,1.0,3.0,49.0,23.0,53.0,5.0,94.0,103.0,20.0,7.0,518.0,379.0,548.0,410.0,80.0,14.0,12.0,14.0,3.0,6.0,0.0,1.0
COMEAU,BLAKE,L,14,BLAKE COMEAU,130.0,127.0,3.0,0.0,49.0,38.0,41.0,2.0,104.0,113.0,13.0,4.0,594.0,446.0,641.0,465.0,62.0,30.0,20.0,13.0,2.0,3.0,0.0,0.0
KUNITZ,CHRIS,L,14,CHRIS KUNITZ,135.0,132.0,2.0,1.0,43.0,42.0,47.0,3.0,112.0,118.0,16.0,1.0,745.0,586.0,534.0,464.0,76.0,17.0,22.0,11.0,1.0,8.0,0.0,0.0
BENN,JAMIE,L,14,JAMIE BENN,206.0,196.0,9.0,1.0,72.0,54.0,71.0,9.0,143.0,156.0,44.0,6.0,877.0,583.0,669.0,494.0,121.0,14.0,23.0,22.0,5.0,20.0,0.0,1.0
PELUSO,ANTHONY,R,14,ANTHONY PELUSO,15.0,15.0,0.0,0.0,7.0,3.0,5.0,0.0,15.0,15.0,0.0,0.0,73.0,71.0,88.0,88.0,7.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0
CONNOLLY,BRETT,R,14,BRETT CONNOLLY,86.0,84.0,2.0,0.0,35.0,34.0,17.0,0.0,78.0,79.0,7.0,0.0,470.0,428.0,410.0,390.0,60.0,1.0,15.0,4.0,1.0,5.0,0.0,0.0
FONTAINE,JUSTIN,R,14,JUSTIN FONTAINE,49.0,47.0,2.0,0.0,11.0,25.0,13.0,0.0,42.0,42.0,3.0,4.0,254.0,236.0,298.0,243.0,28.0,7.0,3.0,4.0,3.0,4.0,0.0,0.0
WILLIAMS,JUSTIN,R,14,JUSTIN WILLIAMS,179.0,170.0,9.0,0.0,58.0,65.0,55.0,1.0,147.0,154.0,23.0,2.0,715.0,557.0,551.0,462.0,109.0,24.0,14.0,13.0,2.0,15.0,0.0,2.0
PANIK,RICHARD,R,14,RICHARD PANIK,33.0,32.0,1.0,0.0,19.0,4.0,10.0,0.0,31.0,32.0,1.0,0.0,147.0,138.0,152.0,149.0,21.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,VIKTOR TIKHONOV,38.0,37.0,1.0,0.0,14.0,13.0,11.0,0.0,35.0,35.0,3.0,0.0,225.0,200.0,240.0,228.0,22.0,2.0,6.0,2.0,0.0,4.0,0.0,2.0
NESTRASIL,ANDREJ,C,15,ANDREJ NESTRASIL,96.0,95.0,1.0,0.0,35.0,40.0,21.0,0.0,86.0,86.0,10.0,0.0,369.0,297.0,271.0,264.0,35.0,5.0,32.0,17.0,1.0,4.0,0.0,2.0
ANDREOFF,ANDY,C,15,ANDY ANDREOFF,38.0,37.0,1.0,0.0,16.0,13.0,9.0,0.0,37.0,37.0,1.0,0.0,228.0,223.0,261.0,256.0,22.0,2.0,6.0,4.0,0.0,3.0,0.0,1.0
ANISIMOV,ARTEM,C,15,ARTEM ANISIMOV,101.0,99.0,1.0,1.0,28.0,33.0,39.0,1.0,81.0,84.0,10.0,7.0,613.0,478.0,652.0,511.0,62.0,5.0,6.0,16.0,2.0,8.0,0.0,2.0
GORDON,BOYD,C,15,BOYD GORDON,51.0,47.0,2.0,2.0,25.0,12.0,14.0,0.0,49.0,49.0,0.0,2.0,234.0,220.0,376.0,240.0,26.0,2.0,3.0,11.0,0.0,2.0,0.0,7.0
SMITH,CRAIG,C,15,CRAIG SMITH,182.0,178.0,2.0,2.0,57.0,59.0,61.0,5.0,149.0,158.0,23.0,1.0,676.0,521.0,460.0,429.0,101.0,17.0,28.0,18.0,3.0,10.0,0.0,5.0
EICHEL,JACK,C,15,JACK EICHEL,217.0,208.0,9.0,0.0,68.0,71.0,65.0,13.0,155.0,176.0,39.0,2.0,774.0,502.0,688.0,600.0,136.0,12.0,27.0,28.0,4.0,3.0,0.0,7.0
SHEAHAN,RILEY,C,15,RILEY SHEAHAN,114.0,109.0,3.0,2.0,36.0,46.0,32.0,0.0,95.0,97.0,9.0,8.0,495.0,408.0,588.0,432.0,61.0,5.0,27.0,10.0,6.0,5.0,0.0,0.0
FABBRI,ROBBY,C,15,ROBBY FABBRI,99.0,99.0,0.0,0.0,27.0,36.0,32.0,4.0,86.0,92.0,7.0,0.0,481.0,411.0,406.0,378.0,75.0,9.0,6.0,6.0,0.0,2.0,0.0,1.0
GETZLAF,RYAN,C,15,RYAN GETZLAF,165.0,152.0,8.0,5.0,46.0,51.0,60.0,8.0,111.0,124.0,35.0,6.0,771.0,516.0,545.0,421.0,93.0,27.0,15.0,18.0,2.0,10.0,0.0,0.0
SMITH,ZACK,C,15,ZACK SMITH,98.0,93.0,4.0,1.0,36.0,33.0,26.0,3.0,76.0,83.0,7.0,8.0,553.0,421.0,566.0,435.0,59.0,10.0,13.0,7.0,1.0,7.0,0.0,1.0
SMID,LADISLAV,D,15,LADISLAV SMID,11.0,10.0,1.0,0.0,4.0,2.0,5.0,0.0,11.0,11.0,0.0,0.0,112.0,111.0,105.0,96.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,MICHAEL DEL ZOTTO,94.0,93.0,1.0,0.0,24.0,29.0,35.0,6.0,74.0,82.0,8.0,4.0,558.0,459.0,605.0,455.0,26.0,38.0,27.0,3.0,0.0,0.0,0.0,0.0
NEMETH,PATRIK,D,15,PATRIK NEMETH,36.0,33.0,3.0,0.0,11.0,11.0,14.0,0.0,34.0,35.0,1.0,0.0,269.0,259.0,268.0,234.0,11.0,18.0,4.0,3.0,0.0,0.0,0.0,0.0
GLASS,TANNER,L,15,TANNER GLASS,45.0,45.0,0.0,0.0,22.0,15.0,8.0,0.0,44.0,44.0,0.0,1.0,214.0,210.0,297.0,273.0,28.0,2.0,6.0,2.0,0.0,6.0,0.0,1.0
CLUTTERBUCK,CAL,R,15,CAL CLUTTERBUCK,66.0,62.0,1.0,3.0,20.0,29.0,15.0,2.0,54.0,56.0,1.0,9.0,316.0,279.0,443.0,309.0,44.0,4.0,11.0,3.0,0.0,3.0,0.0,1.0
