last,first,pos,num,comb,goals,assists,prim_assist,sec_assist,oz_goal,nz_goal,dz_goal,p1_goal,p2_goal,p3_goal,ot_goal,5v5_goal,ev_goal,pp_goal,sh_goal,goal_for_oi,goal_for_oi_5v5,goal_against_oi,goal_against_oi_5v5,p1_assist,p2_assist,p3_assist,ot_assist,5v5_assist,ev_assist,pp_assist,sh_assist,goal_wrist,goal_slap,goal_snap,goal_back,goal_deflect,goal_tip,goal_wrap,goal_noshot,goal_other
VARONE,PHIL,C,22,PHIL VARONE,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORCOFF,SHAWN,C,22,SHAWN HORCOFF,6.0,9.0,6.0,3.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,5.0,0.0,1.0,24.0,19.0,28.0,19.0,1.0,2.0,6.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
LEWIS,TREVOR,C,22,TREVOR LEWIS,8.0,8.0,5.0,3.0,7.0,1.0,0.0,2.0,4.0,2.0,0.0,5.0,7.0,0.0,1.0,27.0,22.0,50.0,32.0,1.0,4.0,3.0,0.0,6.0,7.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
BOYLE,DAN,D,22,DAN BOYLE,11.0,14.0,7.0,7.0,11.0,0.0,0.0,3.0,4.0,3.0,1.0,5.0,8.0,3.0,0.0,70.0,47.0,57.0,41.0,3.0,5.0,4.0,2.0,6.0,7.0,7.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
SHATTENKIRK,KEVIN,D,22,KEVIN SHATTENKIRK,15.0,30.0,18.0,12.0,15.0,0.0,0.0,4.0,4.0,5.0,2.0,5.0,9.0,6.0,0.0,81.0,38.0,72.0,44.0,9.0,8.0,13.0,0.0,5.0,9.0,20.0,1.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SCHENN,LUKE,D,22,LUKE SCHENN,4.0,12.0,3.0,9.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,49.0,45.0,69.0,45.0,7.0,2.0,3.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
REDMOND,ZACH,D,22,ZACH REDMOND,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,18.0,13.0,13.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUNNINGHAM,CRAIG,L,22,CRAIG CUNNINGHAM,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEDIN,DANIEL,L,22,DANIEL SEDIN,28.0,33.0,20.0,13.0,27.0,1.0,0.0,4.0,11.0,12.0,1.0,16.0,20.0,8.0,0.0,82.0,46.0,50.0,32.0,9.0,11.0,13.0,0.0,18.0,21.0,11.0,1.0,16.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
LARSSON,JOHAN,L,22,JOHAN LARSSON,10.0,7.0,5.0,2.0,9.0,1.0,0.0,1.0,3.0,6.0,0.0,8.0,9.0,1.0,0.0,40.0,25.0,35.0,27.0,4.0,1.0,2.0,0.0,4.0,4.0,3.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
SCOTT,JOHN,L,22,JOHN SCOTT,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUILLIERAT,KAEL,L,22,KAEL MOUILLIERAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THORNTON,SHAWN,L,22,SHAWN THORNTON,1.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,10.0,10.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILANO,SONNY,L,22,SONNY MILANO,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,22,ADAM CRACKNELL,5.0,5.0,4.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,13.0,11.0,21.0,14.0,1.0,3.0,1.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
THORBURN,CHRIS,R,22,CHRIS THORBURN,6.0,6.0,4.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,1.0,24.0,21.0,32.0,24.0,1.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WEISE,DALE,R,22,DALE WEISE,14.0,13.0,8.0,5.0,14.0,0.0,0.0,5.0,4.0,5.0,0.0,10.0,11.0,3.0,0.0,45.0,34.0,34.0,28.0,4.0,5.0,4.0,0.0,9.0,9.0,4.0,0.0,9.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
CONDRA,ERIK,R,22,ERIK CONDRA,6.0,5.0,3.0,2.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,19.0,19.0,34.0,23.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TOOTOO,JORDIN,R,22,JORDIN TOOTOO,4.0,5.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,16.0,6.0,33.0,26.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
NIEDERREITER,NINO,R,22,NINO NIEDERREITER,20.0,23.0,13.0,10.0,20.0,0.0,0.0,6.0,6.0,8.0,0.0,16.0,18.0,2.0,0.0,69.0,49.0,43.0,36.0,7.0,9.0,7.0,0.0,19.0,20.0,3.0,0.0,15.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
KELLY,CHRIS,C,23,CHRIS KELLY,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MEGNA,JAYSON,C,23,JAYSON MEGNA,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HENDRICKS,MATT,C,23,MATT HENDRICKS,7.0,7.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,6.0,0.0,1.0,18.0,13.0,27.0,14.0,4.0,1.0,2.0,0.0,5.0,6.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GRIMALDI,ROCCO,C,23,ROCCO GRIMALDI,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,7.0,11.0,11.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
REINHART,SAM,C,23,SAM REINHART,24.0,19.0,13.0,6.0,24.0,0.0,0.0,5.0,9.0,9.0,1.0,13.0,16.0,8.0,0.0,75.0,36.0,52.0,40.0,1.0,9.0,9.0,0.0,15.0,16.0,3.0,0.0,9.0,1.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0
GOMEZ,SCOTT,C,23,SCOTT GOMEZ,1.0,8.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,7.0,15.0,14.0,2.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WILSON,SCOTT,C,23,SCOTT WILSON,5.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,7.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
MONAHAN,SEAN,C,23,SEAN MONAHAN,28.0,36.0,25.0,11.0,28.0,0.0,0.0,10.0,8.0,8.0,2.0,19.0,20.0,7.0,1.0,99.0,56.0,82.0,53.0,13.0,8.0,14.0,1.0,18.0,23.0,13.0,0.0,19.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0
SILL,ZACH,C,23,ZACH SILL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDLER,ALEXANDER,D,23,ALEXANDER EDLER,6.0,14.0,3.0,11.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,57.0,35.0,66.0,34.0,4.0,3.0,6.0,1.0,7.0,8.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MANNING,BRANDON,D,23,BRANDON MANNING,1.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,22.0,30.0,21.0,1.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDELL,ESA,D,23,ESA LINDELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,GUSTAV OLOFSSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,OLIVER EKMAN-LARSSON,21.0,34.0,16.0,18.0,21.0,0.0,0.0,7.0,7.0,5.0,2.0,7.0,8.0,13.0,0.0,119.0,61.0,90.0,56.0,8.0,10.0,16.0,0.0,13.0,18.0,16.0,0.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,BROCK,L,23,BROCK MCGINN,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,20.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN,DUSTIN,L,23,DUSTIN BROWN,11.0,17.0,10.0,7.0,10.0,1.0,0.0,2.0,4.0,5.0,0.0,8.0,9.0,2.0,0.0,37.0,28.0,53.0,33.0,6.0,6.0,4.0,1.0,13.0,15.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
FARNHAM,BOBBY,R,23,BOBBY FARNHAM,8.0,2.0,1.0,1.0,8.0,0.0,0.0,2.0,5.0,1.0,0.0,8.0,8.0,0.0,0.0,12.0,12.0,14.0,14.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
CLARKSON,DAVID,R,23,DAVID CLARKSON,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,12.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JASKIN,DMITRIJ,R,23,DMITRIJ JASKIN,5.0,9.0,5.0,4.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,23.0,23.0,20.0,19.0,2.0,5.0,2.0,0.0,9.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN,J.T.,R,23,J.T. BROWN,8.0,14.0,10.0,4.0,8.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,8.0,0.0,0.0,39.0,34.0,32.0,21.0,4.0,2.0,8.0,0.0,12.0,12.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
MALONE,BRAD,C,24,BRAD MALONE,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,12.0,11.0,29.0,22.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIPCHURA,KYLE,C,24,KYLE CHIPCHURA,4.0,8.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,19.0,16.0,38.0,25.0,2.0,3.0,3.0,0.0,6.0,7.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDBERG,OSCAR,C,24,OSCAR LINDBERG,13.0,15.0,9.0,6.0,13.0,0.0,0.0,6.0,3.0,4.0,0.0,10.0,12.0,1.0,0.0,37.0,29.0,22.0,18.0,6.0,3.0,6.0,0.0,13.0,13.0,2.0,0.0,7.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
HOLLAND,PETER,C,24,PETER HOLLAND,13.0,18.0,13.0,5.0,13.0,0.0,0.0,5.0,0.0,4.0,4.0,4.0,8.0,5.0,0.0,35.0,16.0,38.0,28.0,3.0,6.0,9.0,0.0,9.0,12.0,6.0,0.0,5.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
HUNT,BRAD,D,24,BRAD HUNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINORDI,JARRED,D,24,JARRED TINORDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENN,JORDIE,D,24,JORDIE BENN,3.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,42.0,35.0,48.0,35.0,3.0,2.0,4.0,0.0,8.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUMBA,MATT,D,24,MATT DUMBA,10.0,16.0,11.0,5.0,10.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,4.0,6.0,0.0,67.0,49.0,52.0,41.0,3.0,4.0,9.0,0.0,10.0,10.0,6.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
DESPRES,SIMON,D,24,SIMON DESPRES,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,24.0,20.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSTROM,ERIC,L,24,ERIC NYSTROM,7.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,3.0,0.0,5.0,6.0,0.0,1.0,11.0,7.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
DANAULT,PHILLIP,L,24,PHILLIP DANAULT,4.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,14.0,10.0,25.0,19.0,0.0,3.0,3.0,0.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HUDLER,JIRI,R,24,JIRI HUDLER,17.0,30.0,17.0,13.0,17.0,0.0,0.0,5.0,7.0,4.0,1.0,12.0,14.0,3.0,0.0,68.0,45.0,52.0,46.0,9.0,9.0,12.0,0.0,20.0,23.0,7.0,0.0,12.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
READ,MATT,R,24,MATT READ,11.0,15.0,8.0,7.0,10.0,1.0,0.0,2.0,3.0,5.0,1.0,6.0,9.0,2.0,0.0,42.0,23.0,49.0,30.0,3.0,8.0,4.0,0.0,8.0,9.0,6.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
CALLAHAN,RYAN,R,24,RYAN CALLAHAN,12.0,18.0,11.0,7.0,11.0,1.0,0.0,2.0,5.0,3.0,2.0,7.0,10.0,2.0,0.0,50.0,33.0,53.0,33.0,5.0,5.0,8.0,0.0,14.0,16.0,2.0,0.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
HAMILTON,FREDDIE,C,25,FREDDIE HAMILTON,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALBOT,MAX,C,25,MAX TALBOT,2.0,5.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,9.0,29.0,22.0,1.0,1.0,3.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTORELLI,MIKE,C,25,MIKE SANTORELLI,9.0,9.0,1.0,8.0,9.0,0.0,0.0,2.0,2.0,5.0,0.0,8.0,8.0,1.0,0.0,24.0,18.0,23.0,21.0,1.0,6.0,2.0,0.0,7.0,7.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
GRIGORENKO,MIKHAIL,C,25,MIKHAIL GRIGORENKO,6.0,21.0,13.0,8.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,5.0,1.0,0.0,49.0,38.0,40.0,29.0,6.0,7.0,8.0,0.0,17.0,18.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WHITE,RYAN,C,25,RYAN WHITE,11.0,5.0,2.0,3.0,9.0,1.0,1.0,2.0,4.0,5.0,0.0,5.0,8.0,3.0,0.0,30.0,17.0,45.0,27.0,2.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
KARLSSON,WILLIAM,C,25,WILLIAM KARLSSON,9.0,11.0,6.0,5.0,8.0,0.0,1.0,3.0,3.0,3.0,0.0,9.0,9.0,0.0,0.0,33.0,31.0,58.0,38.0,4.0,5.0,2.0,0.0,11.0,11.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
COLAIACOVO,CARLO,D,25,CARLO COLAIACOVO,1.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,14.0,27.0,25.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTLER,CHRIS,D,25,CHRIS BUTLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NURSE,DARNELL,D,25,DARNELL NURSE,3.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,51.0,40.0,81.0,56.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODIN,JONAS,D,25,JONAS BRODIN,2.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,34.0,30.0,55.0,35.0,2.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLE,MATTHEW,D,25,MATTHEW CARLE,2.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,38.0,33.0,42.0,31.0,1.0,3.0,3.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,MIKE,D,25,MIKE GREEN,7.0,28.0,12.0,16.0,7.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0,76.0,41.0,54.0,44.0,9.0,9.0,10.0,0.0,10.0,13.0,15.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMUELSSON,PHILIP,D,25,PHILIP SAMUELSSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARKSTROM,JACOB,G,25,JACOB MARKSTROM,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,39.0,84.0,61.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRY,CHRIS,L,25,CHRIS TERRY,8.0,3.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,5.0,0.0,8.0,8.0,0.0,0.0,20.0,19.0,32.0,28.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
DE LA ROSE,JACOB,L,25,JACOB DE LA ROSE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,17.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIMERA,JASON,L,25,JASON CHIMERA,20.0,20.0,14.0,6.0,20.0,0.0,0.0,7.0,8.0,5.0,0.0,12.0,14.0,4.0,2.0,52.0,33.0,48.0,36.0,5.0,7.0,7.0,1.0,11.0,14.0,6.0,0.0,9.0,0.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0
CLUNE,RICH,L,25,RICH CLUNE,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STALBERG,VIKTOR,L,25,VIKTOR STALBERG,9.0,11.0,5.0,6.0,7.0,1.0,1.0,2.0,2.0,5.0,0.0,8.0,9.0,0.0,0.0,32.0,28.0,35.0,20.0,6.0,1.0,4.0,0.0,10.0,11.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
RITCHIE,BRETT,R,25,BRETT RITCHIE,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEIL,CHRIS,R,25,CHRIS NEIL,5.0,8.0,4.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,23.0,22.0,26.0,25.0,3.0,4.0,1.0,0.0,8.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WINNIK,DANIEL,C,26,DANIEL WINNIK,6.0,13.0,7.0,6.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,5.0,1.0,0.0,30.0,24.0,40.0,24.0,2.0,2.0,9.0,0.0,10.0,13.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
STASTNY,PAUL,C,26,PAUL STASTNY,10.0,39.0,20.0,19.0,10.0,0.0,0.0,2.0,4.0,4.0,0.0,8.0,8.0,2.0,0.0,78.0,40.0,59.0,34.0,12.0,14.0,9.0,4.0,21.0,27.0,12.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
PETRY,JEFF,D,26,JEFF PETRY,5.0,11.0,5.0,6.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,37.0,23.0,49.0,31.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LILES,JOHN-MICHAEL,D,26,JOHN-MICHAEL LILES,6.0,15.0,8.0,7.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,58.0,42.0,65.0,49.0,4.0,3.0,7.0,1.0,11.0,13.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
STONE,MICHAEL,D,26,MICHAEL STONE,6.0,30.0,15.0,15.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,6.0,0.0,0.0,76.0,40.0,84.0,45.0,8.0,10.0,10.0,2.0,12.0,15.0,15.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
